"ID HISTÓRICO (itep)","Cód. IBGE/Apac","MUNICÍPIO","ESTAÇÃO","LAT","LON","ALT","LOCAL","TIPO PCD","TIPO","TIPO COLETA","OPERAÇÃO","BACIA HIDROGRÁFICA","MICRORREGIÃO","HOMOGENIA","MESORREGIÃO","DATA INSTALAÇÃO","DATA DESINSTALAÇÃO","GOOGLE"
"TPLU079","260130002A","Barra de Guabiraba","Barra de Guabiraba","-8.424","-35.656","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","SIRINHAÉM","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","9/1/2006","MAPA"
"106","260140901V","Barreiros","Barreiros","-8.812","-35.190","13.9","Barreiros","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1963","9/30/2003","MAPA"
"314","260140901M","Barreiros","Barreiros - PCD","-8.824","-35.194","32.8","Barreiros - PCD","Meteorologica","Pluviometrica","Automática","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","6/1/2000","8/31/1992","MAPA"
"1952","260140901H","Barreiros","Barreiros","-8.799","-35.205","13.0","Barreiros","Hidrologica - Rios","Fluviometrica","Automática","ANA","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","3/31/1984","MAPA"
"1985","260140901U","Barreiros","Barreiros","-8.824","-35.194","27.5","Barreiros","Agrometeorologica","Pluviometrica","Automática","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","","MAPA"
"2002","260140901A","Barreiros","Barreiros","-8.813","-35.199","21.2","Barreiros","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","","MAPA"
"2075","260140902A","Barreiros","Barreiros (Rod. Armínio Cuil Hi Rme)","-8.807","-35.186","44.2","BARREIROS","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","8/31/1984","MAPA"
"TPLU060","260140903A","Barreiros","Barreiros","-8.806","-35.186","0.0","Hospital Municipal de Barreiros (Novo)","Meteorologica","Pluviometrica","Automática","APAC","UNA","Mata Sul","Mata Pernambucana","Mata Pernambucana","1/1/1970","4/30/1993","MAPA"
"2196","260140901H","BARREIROS","Rio Caruma [H]","#REF!","#REF!","0.0","BARREIROS","Hidrometeorologica","Fluviometrica","Automática","CEMADEN","0","Mata Sul","Mata Pernambucana","Mata Pernambucana","1/1/1970","4/30/1993","#REF!"
"283","260150801V","Belém de Maria","Belém de Maria","-8.622","-35.841","236.3","Belém de Maria","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","10/1/1997","","MAPA"
"530","260150802V","Belém de Maria","Belém de Maria","-8.622","-35.841","236.3","Belém de Maria","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","8/9/2001","","MAPA"
"1936","260150801H","Belém de Maria","Belém de Maria","-8.625","-35.841","229.0","Belém de Maria","Hidrologica - Rios","Fluviometrica","Automática","ANA","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","","MAPA"
"1953","260150802H","Belém de Maria","Belém de Maria (Batateiras)","-8.546","-35.850","424.0","Batateiras","Hidrologica - Rios","Fluviometrica","Automática","ANA","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","6/30/1999","MAPA"
"2076","260150802A","Belém de Maria","Belém de Maria (Batateiras)","-8.558","-35.829","321.9","BELÉM DE MARIA","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","1/1/1970","6/30/1990","MAPA"
"TPLU061","260150803A","Belém de Maria","Belém de Maria","-8.621","-35.841","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","UNA","Mata Sul","Mata Pernambucana","Mata Pernambucana","1/1/1970","6/7/2007","MAPA"
"9","260160701V","Belém de São Francisco","Belém de São Francisco (IPA)","-8.758","-38.982","309.0","Belém de São Francisco (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","1/1/1962","","MAPA"
"10","260160702V","Belém de São Francisco","Belém de São Francisco","-8.749","-38.955","325.1","Belém de São Francisco","Meteorologica","Pluviometrica","Convencional","APAC","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","1/1/1993","7/4/2007","MAPA"
"34","260160703V","Belém de São Francisco","Belém de São Francisco (Ibó - CHESF)","-8.617","-39.250","317.1","Belém de São Francisco (Ibó - CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","1/1/1993","1/31/1998","MAPA"
"35","260160704V","Belém de São Francisco","Belém de São Francisco (CHESF)","-8.750","-38.967","317.0","Belém de São Francisco (CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","9/1/1993","","MAPA"
"257","260160701U","Belém de São Francisco","Belém de São Francisco - PCD","-8.758","-38.982","309.8","Belém de São Francisco - PCD","Agrometeorologica","Pluviometrica","Automática","APAC","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","2/1/1993","12/31/1986","MAPA"
"338","260160705V","Belém de São Francisco","Floresta (Fazenda Boqueirão)","-8.601","-38.975","330.9","Floresta(Fazenda Boqueirão)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","1/1/1971","6/30/1997","MAPA"
"434","260160706V","Belém de São Francisco","Floresta (Carnaubeiras)","-8.433","-38.867","398.9","Floresta (Carnaubeiras)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","11/1/1962","12/1/2006","MAPA"
"1921","260160702U","Belém de São Francisco","Belém de São Franscisco","-8.760","-38.980","309.0","Belém de São Franscisco","Agrometeorologica","Pluviometrica","Automática","INPE","GI-4","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","1/1/1970","8/1/2005","MAPA"
"TPLU179","260160701A","Belém de São Francisco","Belém de São Francisco (Riacho Pequeno)","-8.723","-39.032","0.0","Escola Municipal Celestino Nunes","Meteorologica","Pluviometrica","Automática","APAC","GI4","Sertão de Itaparica","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"20","260170601V","Belo Jardim","Belo Jardim","-8.337","-36.425","612.8","Belo Jardim","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","12/1/1962","","MAPA"
"223","260170602V","Belo Jardim","Belo Jardim (Serra do Vento)","-8.226","-36.362","653.0","Belo Jardim (Serra do Vento)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","10/1/1967","5/31/1996","MAPA"
"317","260170603V","Belo Jardim","Belo Jardim (Xucuru)","-8.233","-36.583","702.7","Belo Jardim (Xucuru)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","10/1/1967","12/31/2002","MAPA"
"374","260170604V","Belo Jardim","Belo Jardim (Açude Bituri)","-8.315","-36.427","646.0","Belo Jardim (Açude Bituri)","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","10/25/2001","6/30/1999","MAPA"
"479","260170605V","Belo Jardim","Belo Jardim","-8.333","-36.421","625.2","Belo Jardim","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","9/1/1999","12/31/2003","MAPA"
"1890","260170601H","Belo Jardim","Belo Jardim (Tabocas)","-8.237","-36.369","683.2","Tabocas","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1970","","MAPA"
"1896","260170602H","Belo Jardim","Belo Jardim (Bituri - Eng. Severino Guerra)","-8.300","-36.417","647.0","Bituri (Eng. Severino Guerra)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1970","3/31/2003","MAPA"
"1920","260170603H","Belo Jardim","Belo Jardim (Pedro Moura)","-8.333","-36.367","594.0","Pedro Moura","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1970","12/31/1972","MAPA"
"2118","260170601C","BELO JARDIM","BELO JARDIM [C]","-8.341","-36.452","0.0","BELO JARDIM","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","9/30/1982","MAPA"
"93","260180501V","Betânia","Betânia","-8.271","-38.033","440.4","Betânia","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","11/1/1934","12/31/1974","MAPA"
"228","260180502V","Betânia","Betânia (Cachoeira do Leite)","-8.191","-37.915","479.9","Betânia (Cachoeira do Leite)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","11/1/1962","6/1/2001","MAPA"
"266","260180503V","Betânia","Floresta (Fazenda Jacaré)","-8.417","-37.933","449.1","Floresta (Fazenda Jacaré)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/1/1962","11/1/2006","MAPA"
"TPLU204","260180501A","Betânia","Betânia (São Caetano do Navio)","-8.182","-37.981","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"2182","260180501U","BETÂNIA","BETANIA [U]","-8.276","-38.032","0.0","BETÂNIA","Agrometeorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","7/2/2007","MAPA"
"67","260190401V","Bezerros","Bezerros","-8.243","-35.753","508.9","Bezerros","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1963","7/10/2007","MAPA"
"458","260190402V","Bezerros","Bezerros (Sítio Areias)","-8.118","-35.751","442.1","Bezerros (Sítio Areias)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","9/1/1999","5/31/2000","MAPA"
"2077","260190401A","Bezerros","Bezerros (Centro)","-8.228","-35.751","461.4","BEZERROS","Meteorologica","Pluviometrica","Automática","CEMADEN","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1970","11/30/2006","MAPA"
"2119","260190401C","BEZERROS","BEZERROS [C]","-8.194","-35.835","0.0","BEZERROS","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","4/30/1995","MAPA"
"50","260200101V","Bodocó","Bodocó","-7.781","-39.938","445.0","Bodocó","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","9/1/1962","12/28/1994","MAPA"
"176","260200102V","Bodocó","Bodocó (Feitoria)","-7.533","-40.100","561.9","Bodocó (Feitoria)","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","12/1/1934","5/31/2004","MAPA"
"472","260200103V","Bodocó","Bodocó","-7.779","-39.938","446.1","Bodocó","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","9/1/1999","5/31/1996","MAPA"
"1885","260200101H","Bodocó","Bodocó (Lopes II)","-7.872","-39.934","425.0","Lopes II","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","1/1/1970","11/30/2006","MAPA"
"2120","260200101C","BODOCÓ","BODOCO [C]","-7.779","-39.947","0.0","BODOCÓ","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Araripe","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","7/31/2002","MAPA"
"17","260210001V","Bom Conselho","Bom Conselho (IPA)","-9.172","-36.693","654.0","Bom Conselho (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","GI-1","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","3/1/1934","5/31/2001","MAPA"
"460","260210001M","Bom Conselho","Bom Conselho - PCD","-9.172","-36.692","651.2","Bom Conselho - PCD","Meteorologica","Pluviometrica","Automática","APAC","GI-1","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","4/13/2010","12/11/2009","MAPA"
"2121","260210001C","BOM CONSELHO","BOM CONSELHO [C]","-9.185","-36.710","0.0","BOM CONSELHO","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","7/31/2001","MAPA"
"139","260220901V","Bom Jardim","Bom Jardim","-7.802","-35.568","342.8","Bom Jardim","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","8/1/1911","12/1/2000","MAPA"
"402","260220902V","Bom Jardim","Bom Jardim (Bizarra)","-7.733","-35.483","153.1","Bom Jardim (Bizarra)","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","3/1/1967","10/30/1997","MAPA"
"TPLU080","260220901A","Bom Jardim","Bom Jardim","-7.791","-35.596","0.0","Escritório Compesa","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","2/29/2000","MAPA"
"59","260230801V","Bonito","Bonito","-8.480","-35.737","420.7","Bonito","Meteorologica","Pluviometrica","Convencional","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1993","5/31/1973","MAPA"
"464","260230802V","Bonito","Bonito","-8.480","-35.735","427.4","Bonito","Meteorologica","Pluviometrica","Convencional","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1999","7/31/1998","MAPA"
"469","260230803V","Bonito","Bonito (Fazenda Vila Bela)","-8.474","-35.784","439.0","Bonito (Fazenda Vila Bela)","Meteorologica","Pluviometrica","Convencional","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/2003","4/30/1993","MAPA"
"504","260230801H","Bonito","Bonito - PCD (Prata)","-8.467","-35.717","663.8","Bonito - PCD (Prata)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","4/1/2000","2/28/1993","MAPA"
"TPLU081","260230801A","Bonito ","Bonito ","-8.479","-35.724","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","UNA","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","2/28/1981","MAPA"
"156","260240701V","Brejão","Brejão","-9.026","-36.566","776.0","Brejão","Meteorologica","Pluviometrica","Convencional","APAC","GI-1","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","11/1/1967","7/31/1977","MAPA"
"293","260240702V","Brejão","Brejão (IPA)","-9.016","-36.535","712.7","Brejão (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Mundaú","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","2/22/2006","4/30/1990","MAPA"
"443","260240701M","Brejão","Brejão - PCD","-9.016","-36.536","701.1","Brejão - PCD","Meteorologica","Pluviometrica","Automática","APAC","Mundaú","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","6/1/2000","11/30/1992","MAPA"
"1937","260240701H","Brejão","Brejão","-9.031","-36.574","728.8","Brejão","Hidrologica - Rios","Fluviometrica","Automática","ANA","GI-1","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","1/1/1970","12/31/1985","MAPA"
"1984","260240701U","Brejão","Brejão","-9.016","-36.536","701.6","Brejão","Agrometeorologica","Pluviometrica","Automática","APAC","Mundaú","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","1/1/1970","11/30/1993","MAPA"
"2122","260240701C","BREJÃO","BREJAO [C]","-9.046","-36.569","0.0","BREJÃO","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","10/30/1992","MAPA"
"473","260250601V","Brejinho","Brejinho","-7.348","-37.285","740.2","Brejinho","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","9/1/1999","12/31/1979","MAPA"
"TPLU215","260250601A","Brejinho","Brejinho","-7.346","-37.290","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","7/3/2007","MAPA"
"68","260260501V","Brejo da Madre de Deus","Brejo da Madre de Deus","-8.149","-36.366","632.7","Brejo da Madre de Deus","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","8/1/1911","","MAPA"
"113","260260502V","Brejo da Madre de Deus","Brejo da Madre de Deus (Fazenda Nova)","-8.182","-36.194","476.0","Brejo da Madre de Deus (Fazenda Nova)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1968","","MAPA"
"370","260260503V","Brejo da Madre de Deus","Brejo da Madre de Deus (Logradouro)","-8.167","-36.183","465.3","Brejo da Madre de Deus (Logradouro)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","11/1/1974","6/5/2007","MAPA"
"371","260260504V","Brejo da Madre de Deus","Brejo Madre de Deus (Mandacaia)","-8.100","-36.283","615.9","Brejo Madre de Deus (Mandacaia)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1963","6/7/2007","MAPA"
"410","260260505V","Brejo da Madre de Deus","Brejo da Madre de Deus","-8.167","-36.383","858.7","Brejo da Madre de Deus","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1986","6/6/2007","MAPA"
"2123","260260501C","BREJO DA MADRE DE DEUS","BREJO DA MADRE DE DEUS [C]","-8.198","-36.162","0.0","BREJO DA MADRE DE DEUS","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","","MAPA"
"96","260270401V","Buenos Aires","Buenos Aires","-7.723","-35.327","131.1","Buenos Aires","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","4/1/1967","7/31/1996","MAPA"
